/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Debug: Dataset photo train_idx: 1123, val_idx: 374, test_idx: 5990
Debug: Dataset photo train_idx: 10, val_idx: 10, test_idx: 10
Dataset: photo | #Nodes: 7487 | #Edges: 238087 | #Classes: 8 |#Features: 745
Epoch 00121 | Loss(train) 0.7364 | Acc(train) 0.7444 | Acc(val) 0.8904 |
Epoch 00122 | Loss(train) 0.7343 | Acc(train) 0.7516 | Acc(val) 0.8824 |
Epoch 00123 | Loss(train) 0.7438 | Acc(train) 0.7551 | Acc(val) 0.8797 |
Epoch 00124 | Loss(train) 0.7221 | Acc(train) 0.7382 | Acc(val) 0.8984 |
Epoch 00125 | Loss(train) 0.7214 | Acc(train) 0.7605 | Acc(val) 0.9037 |
Epoch 00126 | Loss(train) 0.7481 | Acc(train) 0.7302 | Acc(val) 0.8824 |
Epoch 00127 | Loss(train) 0.6841 | Acc(train) 0.7729 | Acc(val) 0.8717 |
Epoch 00128 | Loss(train) 0.7455 | Acc(train) 0.7480 | Acc(val) 0.8797 |
Epoch 00129 | Loss(train) 0.6997 | Acc(train) 0.7596 | Acc(val) 0.9064 |*
Epoch 00130 | Loss(train) 0.7327 | Acc(train) 0.7578 | Acc(val) 0.9037 |
Epoch 00131 | Loss(train) 0.7099 | Acc(train) 0.7640 | Acc(val) 0.8850 |
Epoch 00132 | Loss(train) 0.7065 | Acc(train) 0.7685 | Acc(val) 0.8770 |
Epoch 00133 | Loss(train) 0.7771 | Acc(train) 0.7542 | Acc(val) 0.8797 |
Epoch 00134 | Loss(train) 0.6510 | Acc(train) 0.7801 | Acc(val) 0.8984 |
Epoch 00135 | Loss(train) 0.7267 | Acc(train) 0.7809 | Acc(val) 0.8984 |
Epoch 00136 | Loss(train) 0.7517 | Acc(train) 0.7524 | Acc(val) 0.8850 |
Epoch 00137 | Loss(train) 0.6737 | Acc(train) 0.7711 | Acc(val) 0.8984 |
Epoch 00138 | Loss(train) 0.8043 | Acc(train) 0.7097 | Acc(val) 0.9011 |
Epoch 00139 | Loss(train) 0.6995 | Acc(train) 0.7667 | Acc(val) 0.8930 |
Epoch 00140 | Loss(train) 0.6652 | Acc(train) 0.7809 | Acc(val) 0.8770 |
Epoch 00141 | Loss(train) 0.7420 | Acc(train) 0.7489 | Acc(val) 0.8850 |
Epoch 00142 | Loss(train) 0.6697 | Acc(train) 0.7916 | Acc(val) 0.8797 |
Epoch 00143 | Loss(train) 0.7206 | Acc(train) 0.7596 | Acc(val) 0.8770 |
Epoch 00144 | Loss(train) 0.7549 | Acc(train) 0.7400 | Acc(val) 0.8770 |
Epoch 00145 | Loss(train) 0.6878 | Acc(train) 0.7631 | Acc(val) 0.8984 |
Epoch 00146 | Loss(train) 0.7345 | Acc(train) 0.7614 | Acc(val) 0.8984 |
Epoch 00147 | Loss(train) 0.7517 | Acc(train) 0.7578 | Acc(val) 0.9011 |
Epoch 00148 | Loss(train) 0.7171 | Acc(train) 0.7703 | Acc(val) 0.8797 |
Epoch 00149 | Loss(train) 0.7022 | Acc(train) 0.7694 | Acc(val) 0.8743 |
Epoch 00150 | Loss(train) 0.7529 | Acc(train) 0.7373 | Acc(val) 0.8743 |
Epoch 00151 | Loss(train) 0.6875 | Acc(train) 0.7596 | Acc(val) 0.8797 |
Epoch 00152 | Loss(train) 0.6963 | Acc(train) 0.7587 | Acc(val) 0.9064 |
Epoch 00153 | Loss(train) 0.7593 | Acc(train) 0.7631 | Acc(val) 0.9037 |
Epoch 00154 | Loss(train) 0.6809 | Acc(train) 0.7827 | Acc(val) 0.8850 |
Epoch 00155 | Loss(train) 0.8955 | Acc(train) 0.7667 | Acc(val) 0.8984 |
Epoch 00156 | Loss(train) 0.6773 | Acc(train) 0.7765 | Acc(val) 0.8877 |
Epoch 00157 | Loss(train) 0.6923 | Acc(train) 0.7569 | Acc(val) 0.8957 |
Epoch 00158 | Loss(train) 0.6899 | Acc(train) 0.7729 | Acc(val) 0.8957 |
Epoch 00159 | Loss(train) 0.6875 | Acc(train) 0.7640 | Acc(val) 0.8930 |
Epoch 00160 | Loss(train) 0.6844 | Acc(train) 0.7605 | Acc(val) 0.8797 |
Epoch 00161 | Loss(train) 0.6605 | Acc(train) 0.7640 | Acc(val) 0.8984 |
Epoch 00162 | Loss(train) 0.7053 | Acc(train) 0.7507 | Acc(val) 0.9011 |
Epoch 00163 | Loss(train) 0.7863 | Acc(train) 0.7747 | Acc(val) 0.8824 |
Epoch 00164 | Loss(train) 0.7028 | Acc(train) 0.7720 | Acc(val) 0.8904 |
Epoch 00165 | Loss(train) 0.6992 | Acc(train) 0.7560 | Acc(val) 0.8743 |
Epoch 00166 | Loss(train) 0.6907 | Acc(train) 0.7658 | Acc(val) 0.8770 |
Epoch 00167 | Loss(train) 0.6864 | Acc(train) 0.7605 | Acc(val) 0.9037 |
Epoch 00168 | Loss(train) 0.7191 | Acc(train) 0.7578 | Acc(val) 0.9037 |
Epoch 00169 | Loss(train) 0.7481 | Acc(train) 0.7516 | Acc(val) 0.8824 |
Epoch 00170 | Loss(train) 0.7080 | Acc(train) 0.7640 | Acc(val) 0.8877 |
Epoch 00171 | Loss(train) 0.7232 | Acc(train) 0.7614 | Acc(val) 0.8850 |
Epoch 00172 | Loss(train) 0.7037 | Acc(train) 0.7720 | Acc(val) 0.8984 |
Epoch 00173 | Loss(train) 0.7164 | Acc(train) 0.7640 | Acc(val) 0.9011 |
Epoch 00174 | Loss(train) 0.6741 | Acc(train) 0.7711 | Acc(val) 0.8850 |
Epoch 00175 | Loss(train) 0.6839 | Acc(train) 0.7818 | Acc(val) 0.8743 |
Epoch 00176 | Loss(train) 0.6803 | Acc(train) 0.7711 | Acc(val) 0.8743 |
Epoch 00177 | Loss(train) 0.7173 | Acc(train) 0.7524 | Acc(val) 0.8877 |
Epoch 00178 | Loss(train) 0.6836 | Acc(train) 0.7676 | Acc(val) 0.9064 |
Early stopping at epoch 178
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'GATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 745, 'out_dim': 8}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 106.29 MB
GPU Memory Reserved: 244.00 MB
Exp 6/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.1104 | Acc(train) 0.1273 | Acc(val) 0.1979 |*
Epoch 00002 | Loss(train) 2.3605 | Acc(train) 0.1968 | Acc(val) 0.3930 |*
Epoch 00003 | Loss(train) 1.9654 | Acc(train) 0.2449 | Acc(val) 0.5321 |*
Epoch 00004 | Loss(train) 1.9699 | Acc(train) 0.2565 | Acc(val) 0.5134 |
Epoch 00005 | Loss(train) 1.9342 | Acc(train) 0.2698 | Acc(val) 0.5348 |*
Epoch 00006 | Loss(train) 1.9391 | Acc(train) 0.2894 | Acc(val) 0.5294 |
Epoch 00007 | Loss(train) 1.8649 | Acc(train) 0.3188 | Acc(val) 0.5535 |*
Epoch 00008 | Loss(train) 1.8357 | Acc(train) 0.3188 | Acc(val) 0.5535 |
Epoch 00009 | Loss(train) 1.8282 | Acc(train) 0.3179 | Acc(val) 0.5321 |
Epoch 00010 | Loss(train) 1.7814 | Acc(train) 0.3384 | Acc(val) 0.5107 |
Epoch 00011 | Loss(train) 1.7511 | Acc(train) 0.3642 | Acc(val) 0.4519 |
Epoch 00012 | Loss(train) 1.7224 | Acc(train) 0.3446 | Acc(val) 0.5160 |
Epoch 00013 | Loss(train) 1.7315 | Acc(train) 0.3669 | Acc(val) 0.5829 |*
Epoch 00014 | Loss(train) 1.7050 | Acc(train) 0.3954 | Acc(val) 0.5909 |*
Epoch 00015 | Loss(train) 1.6487 | Acc(train) 0.4159 | Acc(val) 0.6016 |*
Epoch 00016 | Loss(train) 1.6558 | Acc(train) 0.4203 | Acc(val) 0.6016 |
Epoch 00017 | Loss(train) 1.5885 | Acc(train) 0.4452 | Acc(val) 0.6096 |*
Epoch 00018 | Loss(train) 1.5710 | Acc(train) 0.4221 | Acc(val) 0.6203 |*
Epoch 00019 | Loss(train) 1.5912 | Acc(train) 0.4212 | Acc(val) 0.6310 |*
Epoch 00020 | Loss(train) 1.5177 | Acc(train) 0.4622 | Acc(val) 0.6444 |*
Epoch 00021 | Loss(train) 1.4856 | Acc(train) 0.4737 | Acc(val) 0.6444 |
Epoch 00022 | Loss(train) 1.5016 | Acc(train) 0.4728 | Acc(val) 0.6471 |*
Epoch 00023 | Loss(train) 1.4624 | Acc(train) 0.4853 | Acc(val) 0.6551 |*
Epoch 00024 | Loss(train) 1.4071 | Acc(train) 0.5076 | Acc(val) 0.6578 |*
Epoch 00025 | Loss(train) 1.3812 | Acc(train) 0.5191 | Acc(val) 0.6551 |
Epoch 00026 | Loss(train) 1.3277 | Acc(train) 0.5485 | Acc(val) 0.6845 |*
Epoch 00027 | Loss(train) 1.3638 | Acc(train) 0.5405 | Acc(val) 0.7513 |*
Epoch 00028 | Loss(train) 1.3019 | Acc(train) 0.5414 | Acc(val) 0.7487 |
Epoch 00029 | Loss(train) 1.2654 | Acc(train) 0.5405 | Acc(val) 0.6979 |
Epoch 00030 | Loss(train) 1.2210 | Acc(train) 0.5654 | Acc(val) 0.7139 |
Epoch 00031 | Loss(train) 1.2137 | Acc(train) 0.5557 | Acc(val) 0.7487 |
Epoch 00032 | Loss(train) 1.1956 | Acc(train) 0.5770 | Acc(val) 0.7594 |*
Epoch 00033 | Loss(train) 1.1449 | Acc(train) 0.5931 | Acc(val) 0.7995 |*
Epoch 00034 | Loss(train) 1.1314 | Acc(train) 0.6020 | Acc(val) 0.8155 |*
Epoch 00035 | Loss(train) 1.1217 | Acc(train) 0.6002 | Acc(val) 0.7861 |
Epoch 00036 | Loss(train) 1.1196 | Acc(train) 0.6020 | Acc(val) 0.7754 |
Epoch 00037 | Loss(train) 1.0634 | Acc(train) 0.6207 | Acc(val) 0.7807 |
Epoch 00038 | Loss(train) 1.1027 | Acc(train) 0.6082 | Acc(val) 0.8075 |
Epoch 00039 | Loss(train) 1.0057 | Acc(train) 0.6509 | Acc(val) 0.8262 |*
Epoch 00040 | Loss(train) 1.0171 | Acc(train) 0.6447 | Acc(val) 0.8155 |
Epoch 00041 | Loss(train) 0.9807 | Acc(train) 0.6420 | Acc(val) 0.8316 |*
Epoch 00042 | Loss(train) 0.9702 | Acc(train) 0.6474 | Acc(val) 0.8369 |*
Epoch 00043 | Loss(train) 0.9933 | Acc(train) 0.6527 | Acc(val) 0.8102 |
Epoch 00044 | Loss(train) 0.9197 | Acc(train) 0.6696 | Acc(val) 0.8182 |
Epoch 00045 | Loss(train) 0.9873 | Acc(train) 0.6500 | Acc(val) 0.7834 |
Epoch 00046 | Loss(train) 1.0263 | Acc(train) 0.6340 | Acc(val) 0.8262 |
Epoch 00047 | Loss(train) 0.9357 | Acc(train) 0.6696 | Acc(val) 0.8209 |
Epoch 00048 | Loss(train) 0.9694 | Acc(train) 0.6296 | Acc(val) 0.8396 |*
Epoch 00049 | Loss(train) 0.9272 | Acc(train) 0.6616 | Acc(val) 0.8342 |
Epoch 00050 | Loss(train) 0.9152 | Acc(train) 0.6741 | Acc(val) 0.8289 |
Epoch 00051 | Loss(train) 0.9430 | Acc(train) 0.6500 | Acc(val) 0.8209 |
Epoch 00052 | Loss(train) 0.8620 | Acc(train) 0.6857 | Acc(val) 0.8262 |
Epoch 00053 | Loss(train) 0.9830 | Acc(train) 0.6500 | Acc(val) 0.8235 |
Epoch 00054 | Loss(train) 0.8799 | Acc(train) 0.6928 | Acc(val) 0.8262 |
Epoch 00055 | Loss(train) 0.8800 | Acc(train) 0.6866 | Acc(val) 0.8422 |*
Epoch 00056 | Loss(train) 0.8928 | Acc(train) 0.6963 | Acc(val) 0.8396 |
Epoch 00057 | Loss(train) 0.8484 | Acc(train) 0.7061 | Acc(val) 0.8396 |
Epoch 00058 | Loss(train) 0.8407 | Acc(train) 0.6919 | Acc(val) 0.8235 |
Epoch 00059 | Loss(train) 0.8973 | Acc(train) 0.6732 | Acc(val) 0.8396 |
Epoch 00060 | Loss(train) 0.8382 | Acc(train) 0.7124 | Acc(val) 0.8342 |
Epoch 00061 | Loss(train) 0.8324 | Acc(train) 0.7070 | Acc(val) 0.8342 |
Epoch 00062 | Loss(train) 0.8556 | Acc(train) 0.7061 | Acc(val) 0.8422 |
Epoch 00063 | Loss(train) 0.8207 | Acc(train) 0.7079 | Acc(val) 0.8289 |
Epoch 00064 | Loss(train) 0.8244 | Acc(train) 0.7017 | Acc(val) 0.8449 |*
Epoch 00065 | Loss(train) 0.8659 | Acc(train) 0.6821 | Acc(val) 0.8396 |
Epoch 00066 | Loss(train) 0.8312 | Acc(train) 0.6981 | Acc(val) 0.8449 |
Epoch 00067 | Loss(train) 0.7938 | Acc(train) 0.7213 | Acc(val) 0.8556 |*
Epoch 00068 | Loss(train) 0.8834 | Acc(train) 0.7044 | Acc(val) 0.8422 |
Epoch 00069 | Loss(train) 0.7934 | Acc(train) 0.7115 | Acc(val) 0.8369 |
Epoch 00070 | Loss(train) 0.8029 | Acc(train) 0.7008 | Acc(val) 0.8316 |
Epoch 00071 | Loss(train) 0.8932 | Acc(train) 0.7026 | Acc(val) 0.8422 |
Epoch 00072 | Loss(train) 0.8266 | Acc(train) 0.7070 | Acc(val) 0.8476 |
Epoch 00073 | Loss(train) 0.7997 | Acc(train) 0.7213 | Acc(val) 0.8556 |
Epoch 00074 | Loss(train) 0.8330 | Acc(train) 0.7070 | Acc(val) 0.8476 |
Epoch 00075 | Loss(train) 0.8594 | Acc(train) 0.7079 | Acc(val) 0.8102 |
Epoch 00076 | Loss(train) 0.8807 | Acc(train) 0.6910 | Acc(val) 0.8342 |
Epoch 00077 | Loss(train) 0.8087 | Acc(train) 0.7222 | Acc(val) 0.8209 |
Epoch 00078 | Loss(train) 0.8576 | Acc(train) 0.6901 | Acc(val) 0.8289 |
Epoch 00079 | Loss(train) 0.8037 | Acc(train) 0.7186 | Acc(val) 0.8476 |
Epoch 00080 | Loss(train) 0.8037 | Acc(train) 0.7266 | Acc(val) 0.8422 |
Epoch 00081 | Loss(train) 0.8220 | Acc(train) 0.7124 | Acc(val) 0.8476 |
Epoch 00082 | Loss(train) 0.7811 | Acc(train) 0.7391 | Acc(val) 0.8476 |
Epoch 00083 | Loss(train) 0.7548 | Acc(train) 0.7444 | Acc(val) 0.8449 |
Epoch 00084 | Loss(train) 0.7762 | Acc(train) 0.7177 | Acc(val) 0.8396 |
Epoch 00085 | Loss(train) 0.7771 | Acc(train) 0.7106 | Acc(val) 0.8583 |*
Epoch 00086 | Loss(train) 0.7705 | Acc(train) 0.7346 | Acc(val) 0.8717 |*
Epoch 00087 | Loss(train) 0.8293 | Acc(train) 0.7337 | Acc(val) 0.8422 |
Epoch 00088 | Loss(train) 0.8752 | Acc(train) 0.7115 | Acc(val) 0.8690 |
Epoch 00089 | Loss(train) 0.7417 | Acc(train) 0.7320 | Acc(val) 0.8690 |
Epoch 00090 | Loss(train) 0.8042 | Acc(train) 0.7204 | Acc(val) 0.8797 |*
Epoch 00091 | Loss(train) 0.7719 | Acc(train) 0.7391 | Acc(val) 0.8529 |
Epoch 00092 | Loss(train) 0.7828 | Acc(train) 0.7346 | Acc(val) 0.8690 |
Epoch 00093 | Loss(train) 0.7775 | Acc(train) 0.7382 | Acc(val) 0.8984 |*
Epoch 00094 | Loss(train) 0.7454 | Acc(train) 0.7533 | Acc(val) 0.8824 |
Epoch 00095 | Loss(train) 0.7361 | Acc(train) 0.7373 | Acc(val) 0.8717 |
Epoch 00096 | Loss(train) 0.7390 | Acc(train) 0.7427 | Acc(val) 0.8556 |
Epoch 00097 | Loss(train) 0.8208 | Acc(train) 0.7257 | Acc(val) 0.8743 |
Epoch 00098 | Loss(train) 0.7729 | Acc(train) 0.7240 | Acc(val) 0.8984 |
Epoch 00099 | Loss(train) 0.7673 | Acc(train) 0.7213 | Acc(val) 0.8904 |
Epoch 00100 | Loss(train) 0.7482 | Acc(train) 0.7524 | Acc(val) 0.8717 |
Epoch 00101 | Loss(train) 0.7604 | Acc(train) 0.7213 | Acc(val) 0.8770 |
Epoch 00102 | Loss(train) 0.7470 | Acc(train) 0.7311 | Acc(val) 0.8957 |
Epoch 00103 | Loss(train) 0.8735 | Acc(train) 0.7186 | Acc(val) 0.8850 |
Epoch 00104 | Loss(train) 0.7285 | Acc(train) 0.7596 | Acc(val) 0.8717 |
Epoch 00105 | Loss(train) 0.7754 | Acc(train) 0.7382 | Acc(val) 0.8797 |
Epoch 00106 | Loss(train) 0.7198 | Acc(train) 0.7444 | Acc(val) 0.8957 |
Epoch 00107 | Loss(train) 0.7357 | Acc(train) 0.7444 | Acc(val) 0.8984 |
Epoch 00108 | Loss(train) 0.7207 | Acc(train) 0.7542 | Acc(val) 0.8824 |
Epoch 00109 | Loss(train) 0.7223 | Acc(train) 0.7569 | Acc(val) 0.8743 |
Epoch 00110 | Loss(train) 0.7204 | Acc(train) 0.7444 | Acc(val) 0.8877 |
Epoch 00111 | Loss(train) 0.7698 | Acc(train) 0.7480 | Acc(val) 0.8797 |
Epoch 00112 | Loss(train) 0.7496 | Acc(train) 0.7444 | Acc(val) 0.8850 |
Epoch 00113 | Loss(train) 0.7465 | Acc(train) 0.7587 | Acc(val) 0.8797 |
Epoch 00114 | Loss(train) 0.7531 | Acc(train) 0.7507 | Acc(val) 0.8743 |
Epoch 00115 | Loss(train) 0.7219 | Acc(train) 0.7480 | Acc(val) 0.8743 |
Epoch 00116 | Loss(train) 0.7243 | Acc(train) 0.7489 | Acc(val) 0.8743 |
Epoch 00117 | Loss(train) 0.8262 | Acc(train) 0.7435 | Acc(val) 0.8850 |
Epoch 00118 | Loss(train) 0.7182 | Acc(train) 0.7444 | Acc(val) 0.8797 |
Epoch 00119 | Loss(train) 0.7294 | Acc(train) 0.7569 | Acc(val) 0.8824 |
Epoch 00120 | Loss(train) 0.7129 | Acc(train) 0.7462 | Acc(val) 0.9037 |*
Epoch 00121 | Loss(train) 0.6905 | Acc(train) 0.7729 | Acc(val) 0.8930 |
Epoch 00122 | Loss(train) 0.8860 | Acc(train) 0.6910 | Acc(val) 0.8850 |
Epoch 00123 | Loss(train) 0.6994 | Acc(train) 0.7605 | Acc(val) 0.8850 |
Epoch 00124 | Loss(train) 0.7062 | Acc(train) 0.7453 | Acc(val) 0.8850 |
Epoch 00125 | Loss(train) 0.6996 | Acc(train) 0.7596 | Acc(val) 0.8797 |
Epoch 00126 | Loss(train) 0.7004 | Acc(train) 0.7462 | Acc(val) 0.8770 |
Epoch 00127 | Loss(train) 0.7304 | Acc(train) 0.7551 | Acc(val) 0.8824 |
Epoch 00128 | Loss(train) 0.6764 | Acc(train) 0.7542 | Acc(val) 0.8690 |
Epoch 00129 | Loss(train) 0.7744 | Acc(train) 0.7302 | Acc(val) 0.8877 |
Epoch 00130 | Loss(train) 0.6789 | Acc(train) 0.7587 | Acc(val) 0.8770 |
Epoch 00131 | Loss(train) 0.7073 | Acc(train) 0.7489 | Acc(val) 0.8877 |
Epoch 00132 | Loss(train) 0.7411 | Acc(train) 0.7400 | Acc(val) 0.8797 |
Epoch 00133 | Loss(train) 0.6969 | Acc(train) 0.7640 | Acc(val) 0.8824 |
Epoch 00134 | Loss(train) 0.7448 | Acc(train) 0.7355 | Acc(val) 0.8877 |
Epoch 00135 | Loss(train) 0.6564 | Acc(train) 0.7792 | Acc(val) 0.9064 |*
Epoch 00136 | Loss(train) 0.7077 | Acc(train) 0.7560 | Acc(val) 0.8877 |
Epoch 00137 | Loss(train) 0.6914 | Acc(train) 0.7685 | Acc(val) 0.8877 |
Epoch 00138 | Loss(train) 0.7123 | Acc(train) 0.7551 | Acc(val) 0.8850 |
Epoch 00139 | Loss(train) 0.7106 | Acc(train) 0.7587 | Acc(val) 0.8904 |
Epoch 00140 | Loss(train) 0.6434 | Acc(train) 0.7854 | Acc(val) 0.8877 |
Epoch 00141 | Loss(train) 0.6664 | Acc(train) 0.7631 | Acc(val) 0.8743 |
Epoch 00142 | Loss(train) 0.7973 | Acc(train) 0.7418 | Acc(val) 0.8930 |
Epoch 00143 | Loss(train) 0.6676 | Acc(train) 0.7756 | Acc(val) 0.8930 |
Epoch 00144 | Loss(train) 0.7315 | Acc(train) 0.7560 | Acc(val) 0.8797 |
Epoch 00145 | Loss(train) 0.8908 | Acc(train) 0.7159 | Acc(val) 0.9091 |*
Epoch 00146 | Loss(train) 0.7507 | Acc(train) 0.7337 | Acc(val) 0.9011 |
Epoch 00147 | Loss(train) 0.6412 | Acc(train) 0.7756 | Acc(val) 0.8957 |
Epoch 00148 | Loss(train) 0.6383 | Acc(train) 0.7676 | Acc(val) 0.8930 |
Epoch 00149 | Loss(train) 0.6835 | Acc(train) 0.7667 | Acc(val) 0.8957 |
Epoch 00150 | Loss(train) 0.6724 | Acc(train) 0.7872 | Acc(val) 0.9091 |
Epoch 00151 | Loss(train) 0.7220 | Acc(train) 0.7542 | Acc(val) 0.9144 |*
Epoch 00152 | Loss(train) 0.7193 | Acc(train) 0.7622 | Acc(val) 0.8824 |
Epoch 00153 | Loss(train) 0.6848 | Acc(train) 0.7720 | Acc(val) 0.8877 |
Epoch 00154 | Loss(train) 0.6823 | Acc(train) 0.7551 | Acc(val) 0.8930 |
Epoch 00155 | Loss(train) 0.7229 | Acc(train) 0.7498 | Acc(val) 0.8824 |
Epoch 00156 | Loss(train) 0.7576 | Acc(train) 0.7275 | Acc(val) 0.8850 |
Epoch 00157 | Loss(train) 0.7091 | Acc(train) 0.7685 | Acc(val) 0.8690 |
Epoch 00158 | Loss(train) 0.7243 | Acc(train) 0.7409 | Acc(val) 0.8850 |
Epoch 00159 | Loss(train) 0.6499 | Acc(train) 0.7711 | Acc(val) 0.8877 |
Epoch 00160 | Loss(train) 0.6764 | Acc(train) 0.7640 | Acc(val) 0.8824 |
Epoch 00161 | Loss(train) 0.6947 | Acc(train) 0.7462 | Acc(val) 0.8824 |
Epoch 00162 | Loss(train) 0.6607 | Acc(train) 0.7756 | Acc(val) 0.8850 |
Epoch 00163 | Loss(train) 0.6498 | Acc(train) 0.7881 | Acc(val) 0.8797 |
Epoch 00164 | Loss(train) 0.7008 | Acc(train) 0.7560 | Acc(val) 0.8877 |
Epoch 00165 | Loss(train) 0.6638 | Acc(train) 0.7747 | Acc(val) 0.9091 |
Epoch 00166 | Loss(train) 0.6701 | Acc(train) 0.7801 | Acc(val) 0.9037 |
Epoch 00167 | Loss(train) 0.6827 | Acc(train) 0.7640 | Acc(val) 0.8957 |
Epoch 00168 | Loss(train) 0.7235 | Acc(train) 0.7658 | Acc(val) 0.8824 |
Epoch 00169 | Loss(train) 0.6780 | Acc(train) 0.7694 | Acc(val) 0.8850 |
Epoch 00170 | Loss(train) 0.6850 | Acc(train) 0.7640 | Acc(val) 0.8930 |
Epoch 00171 | Loss(train) 0.6747 | Acc(train) 0.7809 | Acc(val) 0.8930 |
Epoch 00172 | Loss(train) 0.7037 | Acc(train) 0.7560 | Acc(val) 0.9011 |
Epoch 00173 | Loss(train) 0.6641 | Acc(train) 0.7765 | Acc(val) 0.9037 |
Epoch 00174 | Loss(train) 0.6677 | Acc(train) 0.7703 | Acc(val) 0.8930 |
Epoch 00175 | Loss(train) 0.6446 | Acc(train) 0.7729 | Acc(val) 0.8904 |
Epoch 00176 | Loss(train) 0.6344 | Acc(train) 0.7898 | Acc(val) 0.8904 |
Epoch 00177 | Loss(train) 0.6953 | Acc(train) 0.7694 | Acc(val) 0.8984 |
Epoch 00178 | Loss(train) 0.6490 | Acc(train) 0.7827 | Acc(val) 0.9011 |
Epoch 00179 | Loss(train) 0.7284 | Acc(train) 0.7667 | Acc(val) 0.9037 |
Epoch 00180 | Loss(train) 0.6652 | Acc(train) 0.7792 | Acc(val) 0.8957 |
Epoch 00181 | Loss(train) 0.6907 | Acc(train) 0.7756 | Acc(val) 0.8904 |
Epoch 00182 | Loss(train) 0.6570 | Acc(train) 0.7774 | Acc(val) 0.8877 |
Epoch 00183 | Loss(train) 0.6598 | Acc(train) 0.7809 | Acc(val) 0.8930 |
Epoch 00184 | Loss(train) 0.7063 | Acc(train) 0.7756 | Acc(val) 0.8930 |
Epoch 00185 | Loss(train) 0.7066 | Acc(train) 0.7578 | Acc(val) 0.8957 |
Epoch 00186 | Loss(train) 0.6738 | Acc(train) 0.7774 | Acc(val) 0.8877 |
Epoch 00187 | Loss(train) 0.6448 | Acc(train) 0.7765 | Acc(val) 0.8930 |
Epoch 00188 | Loss(train) 0.6714 | Acc(train) 0.7783 | Acc(val) 0.8957 |
Epoch 00189 | Loss(train) 0.6600 | Acc(train) 0.7809 | Acc(val) 0.9064 |
Epoch 00190 | Loss(train) 0.6891 | Acc(train) 0.7507 | Acc(val) 0.9037 |
Epoch 00191 | Loss(train) 0.6804 | Acc(train) 0.7569 | Acc(val) 0.8877 |
Epoch 00192 | Loss(train) 0.7109 | Acc(train) 0.7596 | Acc(val) 0.8877 |
Epoch 00193 | Loss(train) 0.7149 | Acc(train) 0.7498 | Acc(val) 0.9037 |
Epoch 00194 | Loss(train) 0.6412 | Acc(train) 0.7818 | Acc(val) 0.8877 |
Epoch 00195 | Loss(train) 0.6495 | Acc(train) 0.7774 | Acc(val) 0.8877 |
Epoch 00196 | Loss(train) 0.6971 | Acc(train) 0.7649 | Acc(val) 0.8957 |
Epoch 00197 | Loss(train) 0.6401 | Acc(train) 0.7703 | Acc(val) 0.8850 |
Epoch 00198 | Loss(train) 0.6777 | Acc(train) 0.7703 | Acc(val) 0.8850 |
Epoch 00199 | Loss(train) 0.7103 | Acc(train) 0.7578 | Acc(val) 0.9144 |
Epoch 00200 | Loss(train) 0.6582 | Acc(train) 0.7836 | Acc(val) 0.9171 |*
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'GATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 32}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 745, 'out_dim': 8}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 106.29 MB
GPU Memory Reserved: 244.00 MB
Exp 7/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.1422 | Acc(train) 0.0980 | Acc(val) 0.1979 |*
Epoch 00002 | Loss(train) 2.6010 | Acc(train) 0.2173 | Acc(val) 0.3449 |*
Epoch 00003 | Loss(train) 1.9944 | Acc(train) 0.2226 | Acc(val) 0.1551 |
Epoch 00004 | Loss(train) 2.0512 | Acc(train) 0.1612 | Acc(val) 0.1604 |
Epoch 00005 | Loss(train) 2.0151 | Acc(train) 0.1834 | Acc(val) 0.3396 |
Epoch 00006 | Loss(train) 2.0022 | Acc(train) 0.1834 | Acc(val) 0.5856 |*
Epoch 00007 | Loss(train) 1.9557 | Acc(train) 0.1897 | Acc(val) 0.5508 |
