/usr/local/lib/python3.11/dist-packages/dgl/heterograph.py:92: DGLWarning: Recommend creating graphs by `dgl.graph(data)` instead of `dgl.DGLGraph(data)`.
  dgl_warning(
Debug: Dataset computers train_idx: 2007, val_idx: 669, test_idx: 10705
Debug: Dataset computers train_idx: 10, val_idx: 10, test_idx: 10
Dataset: computers | #Nodes: 13381 | #Edges: 491556 | #Classes: 10 |#Features: 767
Epoch 00069 | Loss(train) 1.1928 | Acc(train) 0.5924 | Acc(val) 0.6726 |
Epoch 00070 | Loss(train) 1.1681 | Acc(train) 0.5929 | Acc(val) 0.6891 |
Epoch 00071 | Loss(train) 1.1602 | Acc(train) 0.6039 | Acc(val) 0.7100 |*
Epoch 00072 | Loss(train) 1.1505 | Acc(train) 0.6139 | Acc(val) 0.7115 |*
Epoch 00073 | Loss(train) 1.1488 | Acc(train) 0.6104 | Acc(val) 0.6816 |
Epoch 00074 | Loss(train) 1.1320 | Acc(train) 0.6139 | Acc(val) 0.6996 |
Epoch 00075 | Loss(train) 1.1420 | Acc(train) 0.6074 | Acc(val) 0.6921 |
Epoch 00076 | Loss(train) 1.1655 | Acc(train) 0.6014 | Acc(val) 0.6936 |
Epoch 00077 | Loss(train) 1.1000 | Acc(train) 0.6148 | Acc(val) 0.6816 |
Epoch 00078 | Loss(train) 1.1308 | Acc(train) 0.6109 | Acc(val) 0.6876 |
Epoch 00079 | Loss(train) 1.1179 | Acc(train) 0.6099 | Acc(val) 0.7040 |
Epoch 00080 | Loss(train) 1.1167 | Acc(train) 0.6193 | Acc(val) 0.7190 |*
Epoch 00081 | Loss(train) 1.0823 | Acc(train) 0.6373 | Acc(val) 0.7280 |*
Epoch 00082 | Loss(train) 1.1122 | Acc(train) 0.6213 | Acc(val) 0.7235 |
Epoch 00083 | Loss(train) 1.1236 | Acc(train) 0.6148 | Acc(val) 0.7160 |
Epoch 00084 | Loss(train) 1.0901 | Acc(train) 0.6283 | Acc(val) 0.7130 |
Epoch 00085 | Loss(train) 1.1022 | Acc(train) 0.6268 | Acc(val) 0.7160 |
Epoch 00086 | Loss(train) 1.0909 | Acc(train) 0.6173 | Acc(val) 0.7190 |
Epoch 00087 | Loss(train) 1.1049 | Acc(train) 0.6283 | Acc(val) 0.7190 |
Epoch 00088 | Loss(train) 1.1078 | Acc(train) 0.6238 | Acc(val) 0.7220 |
Epoch 00089 | Loss(train) 1.0618 | Acc(train) 0.6467 | Acc(val) 0.7145 |
Epoch 00090 | Loss(train) 1.1371 | Acc(train) 0.6183 | Acc(val) 0.7205 |
Epoch 00091 | Loss(train) 1.1267 | Acc(train) 0.6009 | Acc(val) 0.7205 |
Epoch 00092 | Loss(train) 1.0662 | Acc(train) 0.6323 | Acc(val) 0.7115 |
Epoch 00093 | Loss(train) 1.0878 | Acc(train) 0.6328 | Acc(val) 0.7130 |
Epoch 00094 | Loss(train) 1.1124 | Acc(train) 0.6203 | Acc(val) 0.7309 |*
Epoch 00095 | Loss(train) 1.0676 | Acc(train) 0.6373 | Acc(val) 0.7354 |*
Epoch 00096 | Loss(train) 1.0907 | Acc(train) 0.6288 | Acc(val) 0.7309 |
Epoch 00097 | Loss(train) 1.0784 | Acc(train) 0.6293 | Acc(val) 0.7280 |
Epoch 00098 | Loss(train) 1.0896 | Acc(train) 0.6253 | Acc(val) 0.7190 |
Epoch 00099 | Loss(train) 1.0614 | Acc(train) 0.6452 | Acc(val) 0.7205 |
Epoch 00100 | Loss(train) 1.0631 | Acc(train) 0.6472 | Acc(val) 0.7294 |
Epoch 00101 | Loss(train) 1.0348 | Acc(train) 0.6383 | Acc(val) 0.7384 |*
Epoch 00102 | Loss(train) 1.0430 | Acc(train) 0.6408 | Acc(val) 0.7369 |
Epoch 00103 | Loss(train) 1.0532 | Acc(train) 0.6348 | Acc(val) 0.7294 |
Epoch 00104 | Loss(train) 1.0265 | Acc(train) 0.6512 | Acc(val) 0.7250 |
Epoch 00105 | Loss(train) 1.0422 | Acc(train) 0.6487 | Acc(val) 0.7235 |
Epoch 00106 | Loss(train) 1.0546 | Acc(train) 0.6298 | Acc(val) 0.7265 |
Epoch 00107 | Loss(train) 1.0252 | Acc(train) 0.6467 | Acc(val) 0.7354 |
Epoch 00108 | Loss(train) 1.0610 | Acc(train) 0.6437 | Acc(val) 0.7324 |
Epoch 00109 | Loss(train) 1.0283 | Acc(train) 0.6542 | Acc(val) 0.7280 |
Epoch 00110 | Loss(train) 1.0523 | Acc(train) 0.6507 | Acc(val) 0.7160 |
Epoch 00111 | Loss(train) 1.0740 | Acc(train) 0.6298 | Acc(val) 0.7250 |
Epoch 00112 | Loss(train) 1.0363 | Acc(train) 0.6547 | Acc(val) 0.7250 |
Epoch 00113 | Loss(train) 1.0688 | Acc(train) 0.6403 | Acc(val) 0.7309 |
Epoch 00114 | Loss(train) 1.0404 | Acc(train) 0.6572 | Acc(val) 0.7250 |
Epoch 00115 | Loss(train) 1.0419 | Acc(train) 0.6512 | Acc(val) 0.7324 |
Epoch 00116 | Loss(train) 1.0545 | Acc(train) 0.6398 | Acc(val) 0.7354 |
Epoch 00117 | Loss(train) 1.0215 | Acc(train) 0.6567 | Acc(val) 0.7429 |*
Epoch 00118 | Loss(train) 1.0387 | Acc(train) 0.6557 | Acc(val) 0.7474 |*
Epoch 00119 | Loss(train) 1.0281 | Acc(train) 0.6532 | Acc(val) 0.7339 |
Epoch 00120 | Loss(train) 0.9927 | Acc(train) 0.6547 | Acc(val) 0.7160 |
Epoch 00121 | Loss(train) 1.0306 | Acc(train) 0.6602 | Acc(val) 0.7309 |
Epoch 00122 | Loss(train) 1.0229 | Acc(train) 0.6632 | Acc(val) 0.7369 |
Epoch 00123 | Loss(train) 1.0177 | Acc(train) 0.6557 | Acc(val) 0.7429 |
Epoch 00124 | Loss(train) 1.0183 | Acc(train) 0.6637 | Acc(val) 0.7414 |
Epoch 00125 | Loss(train) 0.9986 | Acc(train) 0.6542 | Acc(val) 0.7399 |
Epoch 00126 | Loss(train) 0.9942 | Acc(train) 0.6542 | Acc(val) 0.7354 |
Epoch 00127 | Loss(train) 0.9929 | Acc(train) 0.6637 | Acc(val) 0.7309 |
Epoch 00128 | Loss(train) 1.0020 | Acc(train) 0.6557 | Acc(val) 0.7369 |
Epoch 00129 | Loss(train) 0.9801 | Acc(train) 0.6697 | Acc(val) 0.7414 |
Epoch 00130 | Loss(train) 1.0112 | Acc(train) 0.6597 | Acc(val) 0.7369 |
Epoch 00131 | Loss(train) 0.9963 | Acc(train) 0.6692 | Acc(val) 0.7429 |
Epoch 00132 | Loss(train) 0.9771 | Acc(train) 0.6716 | Acc(val) 0.7474 |
Epoch 00133 | Loss(train) 0.9890 | Acc(train) 0.6726 | Acc(val) 0.7369 |
Epoch 00134 | Loss(train) 0.9885 | Acc(train) 0.6567 | Acc(val) 0.7309 |
Epoch 00135 | Loss(train) 1.0139 | Acc(train) 0.6707 | Acc(val) 0.7354 |
Epoch 00136 | Loss(train) 1.0097 | Acc(train) 0.6642 | Acc(val) 0.7459 |
Epoch 00137 | Loss(train) 0.9948 | Acc(train) 0.6682 | Acc(val) 0.7489 |*
Epoch 00138 | Loss(train) 0.9961 | Acc(train) 0.6622 | Acc(val) 0.7504 |*
Epoch 00139 | Loss(train) 0.9804 | Acc(train) 0.6781 | Acc(val) 0.7444 |
Epoch 00140 | Loss(train) 0.9870 | Acc(train) 0.6692 | Acc(val) 0.7429 |
Epoch 00141 | Loss(train) 0.9840 | Acc(train) 0.6721 | Acc(val) 0.7429 |
Epoch 00142 | Loss(train) 0.9847 | Acc(train) 0.6741 | Acc(val) 0.7459 |
Epoch 00143 | Loss(train) 0.9877 | Acc(train) 0.6632 | Acc(val) 0.7519 |*
Epoch 00144 | Loss(train) 0.9732 | Acc(train) 0.6726 | Acc(val) 0.7534 |*
Epoch 00145 | Loss(train) 0.9746 | Acc(train) 0.6736 | Acc(val) 0.7444 |
Epoch 00146 | Loss(train) 0.9832 | Acc(train) 0.6672 | Acc(val) 0.7384 |
Epoch 00147 | Loss(train) 0.9775 | Acc(train) 0.6712 | Acc(val) 0.7384 |
Epoch 00148 | Loss(train) 0.9729 | Acc(train) 0.6712 | Acc(val) 0.7429 |
Epoch 00149 | Loss(train) 0.9821 | Acc(train) 0.6622 | Acc(val) 0.7578 |*
Epoch 00150 | Loss(train) 0.9748 | Acc(train) 0.6746 | Acc(val) 0.7608 |*
Epoch 00151 | Loss(train) 0.9640 | Acc(train) 0.6652 | Acc(val) 0.7459 |
Epoch 00152 | Loss(train) 0.9613 | Acc(train) 0.6891 | Acc(val) 0.7369 |
Epoch 00153 | Loss(train) 0.9849 | Acc(train) 0.6587 | Acc(val) 0.7399 |
Epoch 00154 | Loss(train) 1.0105 | Acc(train) 0.6622 | Acc(val) 0.7414 |
Epoch 00155 | Loss(train) 0.9662 | Acc(train) 0.6756 | Acc(val) 0.7534 |
Epoch 00156 | Loss(train) 0.9874 | Acc(train) 0.6627 | Acc(val) 0.7593 |
Epoch 00157 | Loss(train) 0.9668 | Acc(train) 0.6806 | Acc(val) 0.7459 |
Epoch 00158 | Loss(train) 0.9605 | Acc(train) 0.6816 | Acc(val) 0.7384 |
Epoch 00159 | Loss(train) 0.9538 | Acc(train) 0.6786 | Acc(val) 0.7444 |
Epoch 00160 | Loss(train) 0.9631 | Acc(train) 0.6751 | Acc(val) 0.7489 |
Epoch 00161 | Loss(train) 0.9655 | Acc(train) 0.6667 | Acc(val) 0.7459 |
Epoch 00162 | Loss(train) 0.9641 | Acc(train) 0.6786 | Acc(val) 0.7444 |
Epoch 00163 | Loss(train) 0.9539 | Acc(train) 0.6731 | Acc(val) 0.7399 |
Epoch 00164 | Loss(train) 0.9972 | Acc(train) 0.6632 | Acc(val) 0.7429 |
Epoch 00165 | Loss(train) 0.9635 | Acc(train) 0.6712 | Acc(val) 0.7399 |
Epoch 00166 | Loss(train) 0.9776 | Acc(train) 0.6746 | Acc(val) 0.7444 |
Epoch 00167 | Loss(train) 0.9754 | Acc(train) 0.6677 | Acc(val) 0.7429 |
Epoch 00168 | Loss(train) 0.9600 | Acc(train) 0.6846 | Acc(val) 0.7474 |
Epoch 00169 | Loss(train) 0.9543 | Acc(train) 0.6886 | Acc(val) 0.7444 |
Epoch 00170 | Loss(train) 0.9308 | Acc(train) 0.6836 | Acc(val) 0.7578 |
Epoch 00171 | Loss(train) 0.9387 | Acc(train) 0.6851 | Acc(val) 0.7593 |
Epoch 00172 | Loss(train) 0.9897 | Acc(train) 0.6687 | Acc(val) 0.7564 |
Epoch 00173 | Loss(train) 0.9521 | Acc(train) 0.6876 | Acc(val) 0.7414 |
Epoch 00174 | Loss(train) 0.9788 | Acc(train) 0.6667 | Acc(val) 0.7444 |
Epoch 00175 | Loss(train) 0.9717 | Acc(train) 0.6771 | Acc(val) 0.7504 |
Epoch 00176 | Loss(train) 0.9736 | Acc(train) 0.6776 | Acc(val) 0.7564 |
Epoch 00177 | Loss(train) 0.9364 | Acc(train) 0.6876 | Acc(val) 0.7638 |*
Epoch 00178 | Loss(train) 0.9615 | Acc(train) 0.6702 | Acc(val) 0.7399 |
Epoch 00179 | Loss(train) 0.9342 | Acc(train) 0.6876 | Acc(val) 0.7324 |
Epoch 00180 | Loss(train) 0.9690 | Acc(train) 0.6771 | Acc(val) 0.7429 |
Epoch 00181 | Loss(train) 1.0025 | Acc(train) 0.6657 | Acc(val) 0.7474 |
Epoch 00182 | Loss(train) 0.9413 | Acc(train) 0.6821 | Acc(val) 0.7608 |
Epoch 00183 | Loss(train) 0.9953 | Acc(train) 0.6562 | Acc(val) 0.7519 |
Epoch 00184 | Loss(train) 0.9944 | Acc(train) 0.6682 | Acc(val) 0.7459 |
Epoch 00185 | Loss(train) 0.9529 | Acc(train) 0.6796 | Acc(val) 0.7489 |
Epoch 00186 | Loss(train) 1.0003 | Acc(train) 0.6771 | Acc(val) 0.7444 |
Epoch 00187 | Loss(train) 0.9685 | Acc(train) 0.6761 | Acc(val) 0.7519 |
Epoch 00188 | Loss(train) 0.9934 | Acc(train) 0.6721 | Acc(val) 0.7578 |
Epoch 00189 | Loss(train) 0.9439 | Acc(train) 0.6881 | Acc(val) 0.7519 |
Epoch 00190 | Loss(train) 0.9700 | Acc(train) 0.6687 | Acc(val) 0.7429 |
Epoch 00191 | Loss(train) 0.9376 | Acc(train) 0.6896 | Acc(val) 0.7444 |
Epoch 00192 | Loss(train) 0.9517 | Acc(train) 0.6861 | Acc(val) 0.7519 |
Epoch 00193 | Loss(train) 0.9641 | Acc(train) 0.6731 | Acc(val) 0.7504 |
Epoch 00194 | Loss(train) 0.9541 | Acc(train) 0.6756 | Acc(val) 0.7504 |
Epoch 00195 | Loss(train) 0.9534 | Acc(train) 0.6697 | Acc(val) 0.7399 |
Epoch 00196 | Loss(train) 0.9303 | Acc(train) 0.6951 | Acc(val) 0.7489 |
Epoch 00197 | Loss(train) 0.9607 | Acc(train) 0.6746 | Acc(val) 0.7429 |
Epoch 00198 | Loss(train) 1.0177 | Acc(train) 0.6941 | Acc(val) 0.7564 |
Epoch 00199 | Loss(train) 0.9375 | Acc(train) 0.6796 | Acc(val) 0.7564 |
Epoch 00200 | Loss(train) 0.9036 | Acc(train) 0.6936 | Acc(val) 0.7519 |
************************************
Start fitting calibration
************************************
Calibration model configuration
Namespace(calibration={'epochs': 1000, 'patience': 50, 'cal_lr': 0.01, 'cal_weight_decay': 0, 'num_bin': 10, 'calibrator_name': 'GATS', 'dist_to_train': None, 'heads': 2, 'bias': 1, 'cal_dropout': 0.4, 'cal_hidden_dim': 64}, gnn={'type': 'gcnii', 'num_layer': 16, 'hid_dim': 64, 'dropout': 0.8, 'norm': None, 'in_dim': 767, 'out_dim': 10}, train={'epochs': 200, 'lr': 0.01, 'weight_decay': 0.001, 'patience': 50})
************************************
************************************
GPU memory allowcation
GPU Memory Allocated: 143.92 MB
GPU Memory Reserved: 374.00 MB
Exp 2/10
************************************
Start fitting model
************************************
Epoch 00001 | Loss(train) 2.3203 | Acc(train) 0.1151 | Acc(val) 0.3558 |*
Epoch 00002 | Loss(train) 2.6844 | Acc(train) 0.2765 | Acc(val) 0.3558 |
Epoch 00003 | Loss(train) 2.0816 | Acc(train) 0.3214 | Acc(val) 0.2930 |
Epoch 00004 | Loss(train) 2.1417 | Acc(train) 0.3154 | Acc(val) 0.4439 |*
Epoch 00005 | Loss(train) 2.1346 | Acc(train) 0.2835 | Acc(val) 0.3737 |
Epoch 00006 | Loss(train) 2.0883 | Acc(train) 0.3004 | Acc(val) 0.3782 |
Epoch 00007 | Loss(train) 2.0140 | Acc(train) 0.3274 | Acc(val) 0.3767 |
Epoch 00008 | Loss(train) 1.9993 | Acc(train) 0.3383 | Acc(val) 0.3737 |
Epoch 00009 | Loss(train) 1.9577 | Acc(train) 0.3563 | Acc(val) 0.3587 |
Epoch 00010 | Loss(train) 1.9212 | Acc(train) 0.3682 | Acc(val) 0.3558 |
Epoch 00011 | Loss(train) 1.8894 | Acc(train) 0.3847 | Acc(val) 0.3558 |
Epoch 00012 | Loss(train) 1.8696 | Acc(train) 0.3921 | Acc(val) 0.3558 |
Epoch 00013 | Loss(train) 1.8405 | Acc(train) 0.3966 | Acc(val) 0.3647 |
Epoch 00014 | Loss(train) 1.8216 | Acc(train) 0.3906 | Acc(val) 0.4170 |
Epoch 00015 | Loss(train) 1.7878 | Acc(train) 0.3946 | Acc(val) 0.4200 |
Epoch 00016 | Loss(train) 1.7908 | Acc(train) 0.3976 | Acc(val) 0.4155 |
Epoch 00017 | Loss(train) 1.7631 | Acc(train) 0.4056 | Acc(val) 0.4096 |
Epoch 00018 | Loss(train) 1.7219 | Acc(train) 0.4091 | Acc(val) 0.4230 |
Epoch 00019 | Loss(train) 1.7051 | Acc(train) 0.4061 | Acc(val) 0.4380 |
Epoch 00020 | Loss(train) 1.6819 | Acc(train) 0.4180 | Acc(val) 0.4813 |*
Epoch 00021 | Loss(train) 1.6736 | Acc(train) 0.4290 | Acc(val) 0.4858 |*
Epoch 00022 | Loss(train) 1.6635 | Acc(train) 0.4295 | Acc(val) 0.4768 |
Epoch 00023 | Loss(train) 1.6290 | Acc(train) 0.4380 | Acc(val) 0.4574 |
Epoch 00024 | Loss(train) 1.6152 | Acc(train) 0.4325 | Acc(val) 0.4664 |
Epoch 00025 | Loss(train) 1.5890 | Acc(train) 0.4370 | Acc(val) 0.4918 |*
Epoch 00026 | Loss(train) 1.5867 | Acc(train) 0.4350 | Acc(val) 0.5172 |*
Epoch 00027 | Loss(train) 1.5612 | Acc(train) 0.4400 | Acc(val) 0.5217 |*
Epoch 00028 | Loss(train) 1.5426 | Acc(train) 0.4534 | Acc(val) 0.5232 |*
Epoch 00029 | Loss(train) 1.5359 | Acc(train) 0.4619 | Acc(val) 0.5486 |*
Epoch 00030 | Loss(train) 1.5165 | Acc(train) 0.4664 | Acc(val) 0.5546 |*
Epoch 00031 | Loss(train) 1.5194 | Acc(train) 0.4639 | Acc(val) 0.5874 |*
Epoch 00032 | Loss(train) 1.4839 | Acc(train) 0.4753 | Acc(val) 0.6203 |*
Epoch 00033 | Loss(train) 1.4829 | Acc(train) 0.4903 | Acc(val) 0.6143 |
Epoch 00034 | Loss(train) 1.4672 | Acc(train) 0.4833 | Acc(val) 0.6263 |*
Epoch 00035 | Loss(train) 1.4562 | Acc(train) 0.4923 | Acc(val) 0.6502 |*
Epoch 00036 | Loss(train) 1.4315 | Acc(train) 0.4908 | Acc(val) 0.6726 |*
Epoch 00037 | Loss(train) 1.4343 | Acc(train) 0.5142 | Acc(val) 0.6741 |*
Epoch 00038 | Loss(train) 1.4257 | Acc(train) 0.5067 | Acc(val) 0.6637 |
Epoch 00039 | Loss(train) 1.4222 | Acc(train) 0.5052 | Acc(val) 0.6532 |
Epoch 00040 | Loss(train) 1.3976 | Acc(train) 0.5162 | Acc(val) 0.6547 |
Epoch 00041 | Loss(train) 1.3814 | Acc(train) 0.5272 | Acc(val) 0.6637 |
Epoch 00042 | Loss(train) 1.3722 | Acc(train) 0.5416 | Acc(val) 0.6741 |
Epoch 00043 | Loss(train) 1.3349 | Acc(train) 0.5501 | Acc(val) 0.6741 |
Epoch 00044 | Loss(train) 1.3363 | Acc(train) 0.5516 | Acc(val) 0.6756 |*
Epoch 00045 | Loss(train) 1.3382 | Acc(train) 0.5411 | Acc(val) 0.6697 |
Epoch 00046 | Loss(train) 1.3156 | Acc(train) 0.5610 | Acc(val) 0.6697 |
Epoch 00047 | Loss(train) 1.3170 | Acc(train) 0.5590 | Acc(val) 0.6756 |
Epoch 00048 | Loss(train) 1.3024 | Acc(train) 0.5650 | Acc(val) 0.6801 |*
Epoch 00049 | Loss(train) 1.2914 | Acc(train) 0.5670 | Acc(val) 0.6786 |
Epoch 00050 | Loss(train) 1.2531 | Acc(train) 0.5974 | Acc(val) 0.6786 |
Epoch 00051 | Loss(train) 1.2990 | Acc(train) 0.5874 | Acc(val) 0.6756 |
Epoch 00052 | Loss(train) 1.2543 | Acc(train) 0.5790 | Acc(val) 0.6831 |*
Epoch 00053 | Loss(train) 1.2426 | Acc(train) 0.5929 | Acc(val) 0.6771 |
Epoch 00054 | Loss(train) 1.2641 | Acc(train) 0.5850 | Acc(val) 0.6741 |
Epoch 00055 | Loss(train) 1.2310 | Acc(train) 0.5994 | Acc(val) 0.6861 |*
Epoch 00056 | Loss(train) 1.1956 | Acc(train) 0.6049 | Acc(val) 0.6846 |
Epoch 00057 | Loss(train) 1.2015 | Acc(train) 0.5974 | Acc(val) 0.6771 |
Epoch 00058 | Loss(train) 1.1912 | Acc(train) 0.6119 | Acc(val) 0.6771 |
Epoch 00059 | Loss(train) 1.1819 | Acc(train) 0.6049 | Acc(val) 0.6876 |*
Epoch 00060 | Loss(train) 1.1582 | Acc(train) 0.6163 | Acc(val) 0.6921 |*
Epoch 00061 | Loss(train) 1.1812 | Acc(train) 0.6034 | Acc(val) 0.6846 |
Epoch 00062 | Loss(train) 1.1718 | Acc(train) 0.6109 | Acc(val) 0.6771 |
Epoch 00063 | Loss(train) 1.1745 | Acc(train) 0.5974 | Acc(val) 0.6786 |
Epoch 00064 | Loss(train) 1.1627 | Acc(train) 0.6119 | Acc(val) 0.6936 |*
Epoch 00065 | Loss(train) 1.1510 | Acc(train) 0.6143 | Acc(val) 0.6951 |*
Epoch 00066 | Loss(train) 1.1384 | Acc(train) 0.6163 | Acc(val) 0.6801 |
Epoch 00067 | Loss(train) 1.1617 | Acc(train) 0.6124 | Acc(val) 0.6697 |
Epoch 00068 | Loss(train) 1.1676 | Acc(train) 0.6074 | Acc(val) 0.6801 |
Epoch 00069 | Loss(train) 1.1219 | Acc(train) 0.6253 | Acc(val) 0.6831 |
Epoch 00070 | Loss(train) 1.1281 | Acc(train) 0.6193 | Acc(val) 0.6801 |
Epoch 00071 | Loss(train) 1.1044 | Acc(train) 0.6248 | Acc(val) 0.6921 |
Epoch 00072 | Loss(train) 1.1423 | Acc(train) 0.6188 | Acc(val) 0.6861 |
Epoch 00073 | Loss(train) 1.1192 | Acc(train) 0.6158 | Acc(val) 0.6801 |
Epoch 00074 | Loss(train) 1.1227 | Acc(train) 0.6258 | Acc(val) 0.6891 |
Epoch 00075 | Loss(train) 1.1051 | Acc(train) 0.6313 | Acc(val) 0.6786 |
Epoch 00076 | Loss(train) 1.1090 | Acc(train) 0.6233 | Acc(val) 0.6936 |
Epoch 00077 | Loss(train) 1.0990 | Acc(train) 0.6253 | Acc(val) 0.6951 |
Epoch 00078 | Loss(train) 1.0982 | Acc(train) 0.6278 | Acc(val) 0.6831 |
Epoch 00079 | Loss(train) 1.1215 | Acc(train) 0.6288 | Acc(val) 0.6801 |
Epoch 00080 | Loss(train) 1.0620 | Acc(train) 0.6388 | Acc(val) 0.6786 |
Epoch 00081 | Loss(train) 1.0910 | Acc(train) 0.6308 | Acc(val) 0.6831 |
Epoch 00082 | Loss(train) 1.0902 | Acc(train) 0.6348 | Acc(val) 0.6831 |
Epoch 00083 | Loss(train) 1.0780 | Acc(train) 0.6338 | Acc(val) 0.6876 |
Epoch 00084 | Loss(train) 1.0610 | Acc(train) 0.6318 | Acc(val) 0.6906 |
Epoch 00085 | Loss(train) 1.0663 | Acc(train) 0.6408 | Acc(val) 0.6891 |
Epoch 00086 | Loss(train) 1.0398 | Acc(train) 0.6447 | Acc(val) 0.6921 |
Epoch 00087 | Loss(train) 1.0655 | Acc(train) 0.6358 | Acc(val) 0.6906 |
Epoch 00088 | Loss(train) 1.0518 | Acc(train) 0.6403 | Acc(val) 0.6816 |
Epoch 00089 | Loss(train) 1.0771 | Acc(train) 0.6408 | Acc(val) 0.6831 |
Epoch 00090 | Loss(train) 1.0725 | Acc(train) 0.6432 | Acc(val) 0.6906 |
Epoch 00091 | Loss(train) 1.0502 | Acc(train) 0.6527 | Acc(val) 0.6921 |
Epoch 00092 | Loss(train) 1.0330 | Acc(train) 0.6612 | Acc(val) 0.6966 |*
Epoch 00093 | Loss(train) 1.0639 | Acc(train) 0.6338 | Acc(val) 0.6951 |
Epoch 00094 | Loss(train) 1.0183 | Acc(train) 0.6587 | Acc(val) 0.6966 |
Epoch 00095 | Loss(train) 1.0331 | Acc(train) 0.6492 | Acc(val) 0.7010 |*
Epoch 00096 | Loss(train) 1.0206 | Acc(train) 0.6477 | Acc(val) 0.7085 |*
Epoch 00097 | Loss(train) 1.0728 | Acc(train) 0.6432 | Acc(val) 0.7055 |
Epoch 00098 | Loss(train) 1.0162 | Acc(train) 0.6537 | Acc(val) 0.7235 |*
Epoch 00099 | Loss(train) 1.0285 | Acc(train) 0.6532 | Acc(val) 0.7324 |*
Epoch 00100 | Loss(train) 1.0252 | Acc(train) 0.6482 | Acc(val) 0.7250 |
Epoch 00101 | Loss(train) 1.0163 | Acc(train) 0.6751 | Acc(val) 0.7250 |
Epoch 00102 | Loss(train) 1.0551 | Acc(train) 0.6542 | Acc(val) 0.7070 |
Epoch 00103 | Loss(train) 1.0038 | Acc(train) 0.6672 | Acc(val) 0.7100 |
Epoch 00104 | Loss(train) 1.0321 | Acc(train) 0.6527 | Acc(val) 0.7145 |
Epoch 00105 | Loss(train) 1.0211 | Acc(train) 0.6602 | Acc(val) 0.7235 |
Epoch 00106 | Loss(train) 0.9840 | Acc(train) 0.6582 | Acc(val) 0.7265 |
Epoch 00107 | Loss(train) 1.0216 | Acc(train) 0.6617 | Acc(val) 0.7220 |
Epoch 00108 | Loss(train) 1.0078 | Acc(train) 0.6517 | Acc(val) 0.7280 |
Epoch 00109 | Loss(train) 1.0405 | Acc(train) 0.6557 | Acc(val) 0.7369 |*
Epoch 00110 | Loss(train) 1.0070 | Acc(train) 0.6607 | Acc(val) 0.7549 |*
Epoch 00111 | Loss(train) 1.0013 | Acc(train) 0.6627 | Acc(val) 0.7294 |
Epoch 00112 | Loss(train) 1.0060 | Acc(train) 0.6437 | Acc(val) 0.7205 |
Epoch 00113 | Loss(train) 0.9920 | Acc(train) 0.6677 | Acc(val) 0.7190 |
Epoch 00114 | Loss(train) 0.9846 | Acc(train) 0.6746 | Acc(val) 0.7235 |
Epoch 00115 | Loss(train) 1.0007 | Acc(train) 0.6697 | Acc(val) 0.7444 |
Epoch 00116 | Loss(train) 1.0044 | Acc(train) 0.6627 | Acc(val) 0.7429 |
Epoch 00117 | Loss(train) 0.9915 | Acc(train) 0.6627 | Acc(val) 0.7294 |
Epoch 00118 | Loss(train) 1.0418 | Acc(train) 0.6363 | Acc(val) 0.7235 |
Epoch 00119 | Loss(train) 0.9974 | Acc(train) 0.6726 | Acc(val) 0.7160 |
Epoch 00120 | Loss(train) 1.0064 | Acc(train) 0.6667 | Acc(val) 0.7265 |
Epoch 00121 | Loss(train) 1.0164 | Acc(train) 0.6662 | Acc(val) 0.7324 |
Epoch 00122 | Loss(train) 0.9760 | Acc(train) 0.6831 | Acc(val) 0.7354 |
Epoch 00123 | Loss(train) 0.9663 | Acc(train) 0.6796 | Acc(val) 0.7354 |
Epoch 00124 | Loss(train) 0.9752 | Acc(train) 0.6871 | Acc(val) 0.7265 |
Epoch 00125 | Loss(train) 0.9495 | Acc(train) 0.6766 | Acc(val) 0.7309 |
Epoch 00126 | Loss(train) 0.9788 | Acc(train) 0.6677 | Acc(val) 0.7369 |
Epoch 00127 | Loss(train) 0.9589 | Acc(train) 0.6721 | Acc(val) 0.7399 |
Epoch 00128 | Loss(train) 0.9673 | Acc(train) 0.6736 | Acc(val) 0.7369 |
Epoch 00129 | Loss(train) 0.9734 | Acc(train) 0.6791 | Acc(val) 0.7399 |
Epoch 00130 | Loss(train) 0.9683 | Acc(train) 0.6702 | Acc(val) 0.7549 |
Epoch 00131 | Loss(train) 0.9675 | Acc(train) 0.6796 | Acc(val) 0.7653 |*
Epoch 00132 | Loss(train) 0.9709 | Acc(train) 0.6627 | Acc(val) 0.7549 |
Epoch 00133 | Loss(train) 0.9575 | Acc(train) 0.6632 | Acc(val) 0.7549 |
Epoch 00134 | Loss(train) 0.9945 | Acc(train) 0.6617 | Acc(val) 0.7623 |
Epoch 00135 | Loss(train) 0.9739 | Acc(train) 0.6751 | Acc(val) 0.7683 |*
Epoch 00136 | Loss(train) 0.9588 | Acc(train) 0.6766 | Acc(val) 0.7728 |*
Epoch 00137 | Loss(train) 0.9848 | Acc(train) 0.6687 | Acc(val) 0.7623 |
Epoch 00138 | Loss(train) 0.9725 | Acc(train) 0.6716 | Acc(val) 0.7459 |
Epoch 00139 | Loss(train) 0.9738 | Acc(train) 0.6736 | Acc(val) 0.7608 |
Epoch 00140 | Loss(train) 0.9688 | Acc(train) 0.6682 | Acc(val) 0.7758 |*
Epoch 00141 | Loss(train) 0.9755 | Acc(train) 0.6726 | Acc(val) 0.7728 |
